title	year	value	canton	file_year
Population density per km²	2013	186.7	Fribourg	2015
Population density per km²	2013	171.4	Bern	2015
Population density per km²	2013	5,117.2	Basel-Stadt	2015
Population density per km²	2013	91.5	Appenzell	2015
Population density per km²	2013	456.1	Aargau	2015
Population density per km²	2013	203.5	Switzerland	2015
Population density per km²	2013	570.3	Zug	2015
Population density per km²	2013	265.5	Vaud	2015
Population density per km²	2014	870.8	Zurich	2016
Population density per km²	2014	462.5	Aargau	2016
Population density per km²	2014	222.6	Appenzell	2016
Population density per km²	2014	91.9	Appenzell	2016
Population density per km²	2014	543.4	Basel-Landschaft	2016
Population density per km²	2014	5,157.8	Basel-Stadt	2016
Population density per km²	2014	172.8	Bern	2016
Population density per km²	2014	1,942.2	Geneva	2016
Population density per km²	2014	58.5	Glarus	2016
Population density per km²	2014	27.6	Graubünden	2016
Population density per km²	2014	86.4	Jura	2016
Population density per km²	2014	276.1	Lucerne	2016
Population density per km²	2014	190.4	Fribourg	2016
Population density per km²	2014	174.4	Nidwalden	2016
Population density per km²	2014	247.4	Neuchâtel	2016
Population density per km²	2014	579.6	Zug	2016
Population density per km²	2014	269.9	Vaud	2016
Population density per km²	2014	63.6	Valais	2016
Population density per km²	2014	34.1	Uri	2016
Population density per km²	2014	127.8	Ticino	2016
Population density per km²	2014	206.0	Bern	2016
Population density per km²	2014	333.6	Solothurn	2016
Population density per km²	2014	179.4	Schwyz	2016
Population density per km²	2014	266.4	Schaffhausen	2016
Population density per km²	2014	254.1	Saint	2016
Population density per km²	2014	76.6	Obwalden	2016
Population density per km²	2014	305.5	Thurgau	2016
Population density per km²	2015	255.8	Saint	2017
Population density per km²	2015	267.8	Schaffhausen	2017
Population density per km²	2015	181.0	Schwyz	2017
Population density per km²	2015	337.1	Solothurn	2017
Population density per km²	2015	309.8	Thurgau	2017
Population density per km²	2015	64.4	Valais	2017
Population density per km²	2015	34.0	Uri	2017
Population density per km²	2015	274.1	Vaud	2017
Population density per km²	2015	589.5	Zug	2017
Population density per km²	2015	882.9	Zurich	2017
Population density per km²	2015	128.4	Ticino	2017
Population density per km²	2015	208.2	Bern	2017
Population density per km²	2015	175.8	Nidwalden	2017
Population density per km²	2015	279.0	Lucerne	2017
Population density per km²	2015	77.1	Obwalden	2017
Population density per km²	2015	468.6	Aargau	2017
Population density per km²	2015	224.6	Appenzell	2017
Population density per km²	2015	92.6	Appenzell	2017
Population density per km²	2015	547.1	Basel-Landschaft	2017
Population density per km²	2015	5,191.3	Basel-Stadt	2017
Population density per km²	2015	248.5	Neuchâtel	2017
Population density per km²	2015	192.9	Fribourg	2017
Population density per km²	2015	1,972.1	Geneva	2017
Population density per km²	2015	58.8	Glarus	2017
Population density per km²	2015	27.7	Graubünden	2017
Population density per km²	2015	86.8	Jura	2017
Population density per km²	2015	174.2	Bern	2017
Population density per km²	2016	257.6	Saint	2018
Population density per km²	2016	270.9	Schaffhausen	2018
Population density per km²	2016	183.1	Schwyz	2018
Population density per km²	2016	340.9	Solothurn	2018
Population density per km²	2016	129.3	Ticino	2018
Population density per km²	2016	34.2	Uri	2018
Population density per km²	2016	65.1	Valais	2018
Population density per km²	2016	278.2	Vaud	2018
Population density per km²	2016	598.3	Zug	2018
Population density per km²	2016	313.6	Thurgau	2018
Population density per km²	2016	77.8	Obwalden	2018
Population density per km²	2016	282.3	Lucerne	2018
Population density per km²	2016	249.1	Neuchâtel	2018
Population density per km²	2016	87.2	Jura	2018
Population density per km²	2016	27.8	Graubünden	2018
Population density per km²	2016	59.0	Glarus	2018
Population density per km²	2016	195.8	Fribourg	2018
Population density per km²	2016	175.8	Bern	2018
Population density per km²	2016	5,225.2	Basel-Stadt	2018
Population density per km²	2016	551.7	Basel-Landschaft	2018
Population density per km²	2016	92.8	Appenzell	2018
Population density per km²	2016	226.3	Appenzell	2018
Population density per km²	2016	475.6	Aargau	2018
Population density per km²	2016	176.3	Nidwalden	2018
Population density per km²	2016	1,991.4	Geneva	2018
Population density per km²	2016	210.5	Bern	2018
Population density per km²	2016	895.9	Zurich	2018
Population density per km²	2017	212.1	Switzerland	2019
Population density per km²	2017	605.4	Zug	2019
Population density per km²	2017	281.1	Vaud	2019
Population density per km²	2017	65.5	Valais	2019
Population density per km²	2017	34.3	Uri	2019
Population density per km²	2017	129.0	Ticino	2019
Population density per km²	2017	317.2	Thurgau	2019
Population density per km²	2017	184.8	Schwyz	2019
Population density per km²	2017	272.8	Schaffhausen	2019
Population density per km²	2017	258.7	Saint	2019
Population density per km²	2017	78.2	Obwalden	2019
Population density per km²	2017	178.0	Nidwalden	2019
Population density per km²	2017	905.8	Zurich	2019
Population density per km²	2017	284.4	Lucerne	2019
Population density per km²	2017	481.0	Aargau	2019
Population density per km²	2017	248.3	Neuchâtel	2019
Population density per km²	2017	227.2	Appenzell	2019
Population density per km²	2017	93.4	Appenzell	2019
Population density per km²	2017	554.5	Basel-Landschaft	2019
Population density per km²	2017	5,247.8	Basel-Stadt	2019
Population density per km²	2017	343.4	Solothurn	2019
Population density per km²	2017	197.8	Fribourg	2019
Population density per km²	2017	2,014.7	Geneva	2019
Population density per km²	2017	59.3	Glarus	2019
Population density per km²	2017	27.9	Graubünden	2019
Population density per km²	2017	87.4	Jura	2019
Population density per km²	2017	176.5	Bern	2019
Population density per km²	2018	87.6	Jura	2020
Population density per km²	2018	27.9	Graubünden	2020
Population density per km²	2018	59.4	Glarus	2020
Population density per km²	2018	2,032.1	Geneva	2020
Population density per km²	2018	200.4	Fribourg	2020
Population density per km²	2018	556.6	Basel-Landschaft	2020
Population density per km²	2018	5,271.1	Basel-Stadt	2020
Population density per km²	2018	93.6	Appenzell	2020
Population density per km²	2018	227.5	Appenzell	2020
Population density per km²	2018	286.6	Lucerne	2020
Population density per km²	2018	177.2	Bern	2020
Population density per km²	2018	486.1	Aargau	2020
Population density per km²	2018	246.7	Neuchâtel	2020
Population density per km²	2018	78.7	Obwalden	2020
Population density per km²	2018	260.2	Saint	2020
Population density per km²	2018	275.0	Schaffhausen	2020
Population density per km²	2018	187.0	Schwyz	2020
Population density per km²	2018	345.6	Solothurn	2020
Population density per km²	2018	320.3	Thurgau	2020
Population density per km²	2018	129.1	Ticino	2020
Population density per km²	2018	34.5	Uri	2020
Population density per km²	2018	66.0	Valais	2020
Population density per km²	2018	283.3	Vaud	2020
Population density per km²	2018	612.3	Zug	2020
Population density per km²	2018	213.7	Switzerland	2020
Population density per km²	2018	179.1	Nidwalden	2020
Population density per km²	2018	915.8	Zurich	2020
Population density per km²	2019	926.8	Zurich	2021
Population density per km²	2019	228.3	Appenzell	2021
Population density per km²	2019	616.2	Zug	2021
Population density per km²	2019	285.4	Vaud	2021
Population density per km²	2019	66.3	Valais	2021
Population density per km²	2019	34.7	Uri	2021
Population density per km²	2019	128.2	Ticino	2021
Population density per km²	2019	323.9	Thurgau	2021
Population density per km²	2019	348.2	Solothurn	2021
Population density per km²	2019	188.5	Schwyz	2021
Population density per km²	2019	276.2	Schaffhausen	2021
Population density per km²	2019	261.8	Saint	2021
Population density per km²	2019	78.9	Obwalden	2021
Population density per km²	2019	178.5	Nidwalden	2021
Population density per km²	2019	246.3	Neuchâtel	2021
Population density per km²	2019	289.1	Lucerne	2021
Population density per km²	2019	87.8	Jura	2021
Population density per km²	2019	28.0	Graubünden	2021
Population density per km²	2019	59.6	Glarus	2021
Population density per km²	2019	2,050.8	Geneva	2021
Population density per km²	2019	202.0	Fribourg	2021
Population density per km²	2019	178.0	Bern	2021
Population density per km²	2019	5,300.2	Basel-Stadt	2021
Population density per km²	2019	559.2	Basel-Landschaft	2021
Population density per km²	2019	93.5	Appenzell	2021
Population density per km²	2019	491.6	Aargau	2021
Population density per km²	2019	215.2	Switzerland	2021
