title	year	value	canton	file_year
German	2017	89.5	Schwyz	2019
German	2017	88.4	Solothurn	2019
German	2017	89.6	Thurgau	2019
German	2017	24.9	Valais	2019
German	2017	82.2	Zurich	2019
German	2017	5.8	Vaud	2019
German	2017	81.5	Zug	2019
German	2017	92.1	Nidwalden	2019
German	2017	91.5	Obwalden	2019
German	2017	93.5	Uri	2019
German	2017	5.5	Neuchâtel	2019
German	2017	10.5	Ticino	2019
German	2017	6.1	Jura	2019
German	2017	63.4	Switzerland	2019
German	2017	87.0	Aargau	2019
German	2017	91.3	Appenzell Ausserrhoden	2019
German	2017	88.8	Lucerne	2019
German	2017	87.4	Basel-Landschaft	2019
German	2017	93.6	Appenzell Innerrhoden	2019
German	2017	84.3	Bern	2019
German	2017	27.8	Fribourg	2019
German	2017	4.6	Geneva	2019
German	2017	86.6	Glarus	2019
German	2017	74.1	Graubünden	2019
German	2017	78.1	Basel-Stadt	2019
German	2019	88.6	Lucerne	2021
German	2019	7.4	Jura	2021
German	2019	75.2	Graubünden	2021
German	2019	86.5	Glarus	2021
German	2019	94.9	Appenzell Innerrhoden	2021
German	2019	26.1	Fribourg	2021
German	2019	83.7	Bern	2021
German	2019	76.8	Basel-Stadt	2021
German	2019	86.2	Basel-Landschaft	2021
German	2019	4.7	Neuchâtel	2021
German	2019	4.0	Geneva	2021
German	2019	90.6	Nidwalden	2021
German	2019	10.2	Ticino	2021
German	2019	87.7	Saint Gallen	2021
German	2019	86.8	Schaffhausen	2021
German	2019	88.3	Schwyz	2021
German	2019	87.1	Solothurn	2021
German	2019	89.1	Thurgau	2021
German	2019	93.4	Uri	2021
German	2019	24.6	Valais	2021
German	2019	5.5	Vaud	2021
German	2019	80.3	Zug	2021
German	2019	90.8	Appenzell Ausserrhoden	2021
German	2019	80.7	Zurich	2021
German	2019	86.4	Aargau	2021
German	2019	92.0	Obwalden	2021
German	2019	62.7	Switzerland	2021
